video,species,maxn,minutes,file,time_in_file,viewer
2020_TR38-PC_06.24_1117_06.4_sim,Caranx crysos,1,5.866666667,GP010198,00:01:26,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,NA_dist,1,5.983333333,GOPR0198,00:07:23,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Coris atlantica,1,9.783333333,GP010198,00:05:21,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Coris atlantica,2,10.15,GP010198,00:05:43,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Cirrhitus atlanticus,1,10.55,GP010198,00:06:07,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Cephalopholis nigri,3,15.21666667,GP010198,00:10:47,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Stegastes imbricatus,4,19.11666667,GP020198,00:02:52,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Rypticus saponaceus,1,19.23333333,GP020198,00:02:59,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Bodianus speciosus,1,19.93333333,GOPR0198,00:08:53,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Enchelycore nigricans,1,23.01666667,GP020198,00:06:46,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Cephalopholis nigri,3,23.33333333,GP010198,00:10:47,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Sparisoma choati,4,24.88333333,GP020198,00:08:38,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Sparisoma choati,5,24.95,GP020198,00:08:42,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Sparisoma choati,6,25,GP020198,00:08:45,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Cirrhitus atlanticus,2,25.03333333,GP020198,00:08:47,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Sparisoma choati,8,25.05,GP020198,00:08:48,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Sparisoma choati,11,25.15,GP020198,00:08:54,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Stegastes imbricatus,5,25.85,GP020198,00:09:36,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Chromis multilineata,4,26.61666667,GP020198,00:10:22,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Chromis multilineata,23,31.2,GP030198,00:03:08,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Prionurus biafraensis,5,38.3,GP030198,00:10:14,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Prionurus biafraensis,77,38.38333333,GP030198,00:10:19,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Holacanthus africanus,1,39.76666667,GP030198,00:11:42,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Abudefduf saxatilis,10,40.76666667,GP040198,00:00:53,Adam Dixon
2020_TR38-PC_06.24_1117_06.4_sim,Gymnothorax vicinus,1,58.11666667,GP050198,00:06:25,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Lethrinus atlanticus,3,0,GOPR0273,00:06:31,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Paranthias furcifer,2,0,GOPR0273,00:06:31,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Chromis multilineata,1,0.083333333,GOPR0273,00:06:36,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Prionurus biafraensis,1,0.133333333,GOPR0273,00:06:39,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Paranthias furcifer,3,0.15,GOPR0273,00:06:40,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Thalassoma newtoni,1,0.233333333,GOPR0273,00:06:45,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Stegastes imbricatus,1,0.333333333,GOPR0273,00:06:51,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Prionurus biafraensis,2,0.366666667,GOPR0273,00:06:53,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Scaridae,1,0.4,GOPR0273,00:06:55,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Holocentrus adscensionis,1,0.433333333,GOPR0273,00:06:57,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,NA_dist,1,0.45,GOPR0273,00:06:58,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Stegastes imbricatus,2,0.483333333,GOPR0273,00:07:00,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Lethrinus atlanticus,5,1.1,GOPR0273,00:07:37,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Thalassoma newtoni,2,1.316666667,GOPR0273,00:07:50,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Lethrinus atlanticus,7,1.333333333,GOPR0273,00:07:51,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Mulloidichthys martinicus,2,1.35,GOPR0273,00:07:52,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Cephalopholis sp.,1,1.416666667,GOPR0273,00:07:56,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Thalassoma newtoni,3,1.416666667,GOPR0273,00:07:56,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Cirrhitus atlanticus,1,1.65,GOPR0273,00:08:10,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Microspathodon frontatus,1,1.666666667,GOPR0273,00:08:11,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Paranthias furcifer,5,1.7,GOPR0273,00:08:13,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Scarus hoefleri,1,1.95,GOPR0273,00:08:28,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Thalassoma newtoni,4,1.966666667,GOPR0273,00:08:29,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Cephalopholis nigri,1,2.383333333,GOPR0273,00:08:54,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Lutjanus agennes,1,2.616666667,GOPR0273,00:09:08,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Sparisoma choati,1,2.8,GOPR0273,00:09:19,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Lutjanus agennes,2,3.3,GOPR0273,00:09:49,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Sparisoma choati,2,4.116666667,GOPR0273,00:10:38,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Acanthurus monroviae,2,4.433333333,GOPR0273,00:10:57,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Microspathodon frontatus,2,6.716666667,GOPR0273,00:13:14,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Acanthurus monroviae,3,8.216666667,GOPR0273,00:14:44,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Cantherhines pullus,1,8.533333333,GOPR0273,00:15:03,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Carangoides bartholomaei,2,9.383333333,GOPR0273,00:15:54,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Myripristis jacobus,2,9.716666667,GOPR0273,00:16:14,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Acanthurus monroviae,4,9.766666667,GOPR0273,00:16:17,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Chromis multilineata,6,18.08333333,GP010273,00:06:54,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,NA_dist,22,19.73333333,GP010273,00:08:33,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Kyphosus sp.,1,21.03333333,GP010273,00:09:51,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Prionurus biafraensis,3,25.96666667,GP010273,00:14:47,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Coris atlantica,1,26.26666667,GP010273,00:15:05,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Mulloidichthys martinicus,3,27.41666667,GP010273,00:16:14,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Mulloidichthys martinicus,5,28.53333333,GP010273,00:17:21,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Paranthias furcifer,6,31.26666667,GP020273,00:02:24,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Coris atlantica,2,32.83333333,GP020273,00:03:58,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Microspathodon frontatus,3,34.73333333,GP020273,00:05:52,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Holacanthus africanus,1,34.73333333,GP020273,00:05:52,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Abudefduf saxatilis,1,40.68333333,GP020273,00:11:49,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Cantherhines pullus,2,42.58333333,GP020273,00:13:43,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Prionurus biafraensis,29,45,GP020273,00:16:08,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Heteropriacanthus cruentatus,1,46.28333333,GP020273,00:17:25,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Kyphosus incisor,1,47.1,GP030273,00:00:33,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,NA_dist,50,53.23333333,GP030273,00:06:41,Adam Dixon
2020_TR39-PC_06.24_1059_05.4_sim,Caranx hippos,2,54.55,GP030273,00:08:00,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Prionurus biafraensis,2,0,GOPR0018,00:08:02,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Abudefduf saxatilis,5,0,GOPR0018,00:08:02,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Chromis multilineata,30,0,GOPR0018,00:08:02,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Lutjanus goreensis,1,0,GOPR0018,00:08:02,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Microspathodon frontatus,7,0,GOPR0018,00:08:02,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Echinoidea,1,0,GOPR0018,00:08:02,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Balistes punctatus,1,0,GOPR0018,00:08:02,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Microspathodon frontatus,10,0.05,GOPR0018,00:08:05,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Chromis multilineata,33,0.066666667,GOPR0018,00:08:06,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Paranthias furcifer,1,0.116666667,GOPR0018,00:08:09,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Balistes punctatus,3,0.316666667,GOPR0018,00:08:21,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Chromis multilineata,36,0.45,GOPR0018,00:08:29,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Cephalopholis nigri,1,0.683333333,GOPR0018,00:08:43,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Sparisoma choati,1,0.95,GOPR0018,00:08:59,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Myripristis jacobus,1,1.016666667,GOPR0018,00:09:03,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Kyphosus incisor,1,1.3,GOPR0018,00:09:20,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Myripristis jacobus,2,1.316666667,GOPR0018,00:09:21,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Paranthias furcifer,2,1.466666667,GOPR0018,00:09:30,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,NA_dist,3,1.533333333,GOPR0018,00:09:34,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Scarus hoefleri,1,1.533333333,GOPR0018,00:09:34,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Chromis multilineata,31,1.633333333,GOPR0018,00:09:40,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Paranthias furcifer,3,1.666666667,GOPR0018,00:09:42,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Microspathodon frontatus,11,1.8,GOPR0018,00:09:50,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Acanthurus monroviae,1,2.116666667,GOPR0018,00:10:09,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Scarus hoefleri,2,2.833333333,GOPR0018,00:10:52,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Balistes punctatus,4,3.1,GOPR0018,00:11:08,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Balistes punctatus,5,3.716666667,GOPR0018,00:11:45,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Thalassoma newtoni,1,4.55,GOPR0018,00:12:35,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Enchelycore nigricans,1,5.3,GOPR0018,00:13:20,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Mulloidichthys martinicus,1,6.05,GOPR0018,00:14:05,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Holacanthus africanus,1,6.333333333,GOPR0018,00:14:22,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Chelonia mydas,1,6.716666667,GOPR0018,00:14:45,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Mulloidichthys martinicus,4,7.6,GOPR0018,00:15:38,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Mulloidichthys martinicus,5,7.683333333,GOPR0018,00:15:43,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Echidna peli,1,8.566666667,GOPR0018,00:16:36,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Canthigaster supramacula,1,9.75,GP010018,00:00:05,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Paranthias furcifer,69,10.31666667,GP010018,00:00:39,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Coris atlantica,1,12.43333333,GP010018,00:02:46,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Cephalopholis nigri,2,13.6,GP010018,00:03:56,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Cantherhines pullus,1,13.81666667,GP010018,00:04:09,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Sparisoma choati,2,15.4,GP010018,00:05:44,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Thalassoma newtoni,2,16.73333333,GP010018,00:07:04,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Kyphosus incisor,2,17.71666667,GP010018,00:08:03,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Kyphosus incisor,3,17.8,GP010018,00:08:08,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Lutjanus agennes,1,18.11666667,GP010018,00:08:27,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Abudefduf saxatilis,11,20.66666667,GP010018,00:11:00,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Prionurus biafraensis,3,25.03333333,GP010018,00:15:22,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Scomber colias,1,26.53333333,GP010018,00:16:52,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Lethrinus atlanticus,1,26.6,GP010018,00:16:56,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Holocentrus adscensionis,1,27.16666667,GP010018,00:17:30,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Lethrinus atlanticus,2,27.25,GP010018,00:17:35,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Mulloidichthys martinicus,9,27.25,GP010018,00:17:35,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Cirrhitus atlanticus,1,27.36666667,GP020018,00:00:00,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Lutjanus endecacanthus,1,29.46666667,GP020018,00:02:06,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Microspathodon frontatus,16,33.2,GP020018,00:05:50,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Aluterus scriptus,1,36.21666667,GP020018,00:08:51,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Aluterus scriptus,2,37.31666667,GP020018,00:09:57,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Prionurus biafraensis,4,41.21666667,GP020018,00:13:51,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Mulloidichthys martinicus,10,43.51666667,GP020018,00:16:09,Adam Dixon
2020_TR40-PC_04.21_0856_05.0_sim,Holocentrus adscensionis,2,50.55,GP030018,00:05:29,Adam Dixon
2020_TR41-PC_04.21_1105_18.0_sim,Crustacean,2,0,GH010029,00:06:32,Adam Dixon
2020_TR41-PC_04.21_1105_18.0_sim,Xyrichtys novacula,1,0.1,GH010029,00:06:38,Adam Dixon
2020_TR41-PC_04.21_1105_18.0_sim,Crustacean,3,0.7,GH010029,00:07:14,Adam Dixon
2020_TR41-PC_04.21_1105_18.0_sim,Crustacean,4,2.083333333,GH010029,00:08:37,Adam Dixon
2020_TR41-PC_04.21_1105_18.0_sim,Pleuronectiformes,1,3.6,GH010029,00:10:08,Adam Dixon
2020_TR41-PC_04.21_1105_18.0_sim,Lethrinus atlanticus,1,5.666666667,GH010029,00:12:12,Adam Dixon
2020_TR41-PC_04.21_1105_18.0_sim,Pleuronectiformes,2,16.36666667,GH020029,00:05:16,Adam Dixon
2020_TR41-PC_04.21_1105_18.0_sim,Caranx crysos,1,18.15,GH020029,00:07:03,Adam Dixon
2020_TR41-PC_04.21_1105_18.0_sim,Pleuronectiformes,3,41.96666667,GH030029,00:13:14,Adam Dixon
2020_TR41-PC_04.21_1105_18.0_sim,Decapterus sp.,20,56.68333333,GH040029,00:10:19,Adam Dixon
2020_TR41-PC_04.21_1105_18.0_sim,Paguroidea,1,57.9,GH040029,00:11:32,Adam Dixon
2020_TR41-PC_04.21_1105_18.0_sim,Crustacean,6,59.31666667,GH040029,00:12:57,Adam Dixon
2019_DM01-st_09.17_0955_08.7_sim,Crustacean,1,0.266666667,GH010026,00:06:42,Adam Dixon
2019_DM01-st_09.17_0955_08.7_sim,Caranx crysos,1,59.65,GH040026,00:13:11,Adam Dixon
2019_DM02-st_09.17_1003_07.9_sim,Crustacean,1,0.266666667,GH010019,00:06:51,Adam Dixon
2019_DM02-st_09.17_1003_07.9_sim,Caranx hippos,1,17.61666667,GH020019,00:06:34,Adam Dixon
2019_DM02-st_09.17_1003_07.9_sim,Scomberomorus tritor,2,29.21666667,GH030019,00:00:32,Adam Dixon
2019_DM02-st_09.17_1003_07.9_sim,Crustacean2,1,39.61666667,GH030019,00:10:56,Adam Dixon
2019_DM02-st_09.17_1003_07.9_sim,Crustacean3,1,58.28333333,GH040019,00:11:58,Adam Dixon
2019_DM03-st_09.17_1009_16.5_sim,Caranx crysos,1,6.433333333,GH010015,00:13:25,Adam Dixon
2019_DM04-st_09.16_1327_20.8_sim,Carangoides bartholomaei,1,0.75,GH010018,00:08:31,Adam Dixon
2019_DM04-st_09.16_1327_20.8_sim,Pleuronectiformes,1,9.383333333,GH010018,00:17:09,Adam Dixon
2019_DM04-st_09.16_1327_20.8_sim,Caranx crysos,2,14.58333333,GH020018,00:04:43,Adam Dixon
2019_DM04-st_09.16_1327_20.8_sim,Crustacean,1,17.46666667,GH020018,00:07:36,Adam Dixon
2019_DM04-st_09.16_1327_20.8_sim,Crustacean,2,24.01666667,GH020018,00:14:09,Adam Dixon
2019_DM05-st_09.16_1318_25.4_sim,Pagrus caeruleostictus,1,0.066666667,GH010013,00:09:42,Adam Dixon
2019_DM05-st_09.16_1318_25.4_sim,NAfish,1,0.65,GH010013,00:10:17,Adam Dixon
2019_DM05-st_09.16_1318_25.4_sim,NAfish,6,1.5,GH010013,00:11:08,Adam Dixon
2019_DM05-st_09.16_1318_25.4_sim,Paranthias furcifer,1,8.366666667,GH020013,00:00:22,Adam Dixon
2019_DM05-st_09.16_1318_25.4_sim,Paranthias furcifer,3,9.15,GH020013,00:01:09,Adam Dixon
2019_DM05-st_09.16_1318_25.4_sim,Paranthias furcifer,10,10.5,GH020013,00:02:30,Adam Dixon
2019_DM05-st_09.16_1318_25.4_sim,Balistes punctatus,1,21.76666667,GH020013,00:13:46,Adam Dixon
2019_DM05-st_09.16_1318_25.4_sim,Lethrinus atlanticus,1,58.85,GH040013,00:15:35,Adam Dixon
2019_EE02-st_09.09_1052_19.0_sim,Crustacean,1,0.15,GOPR0012,00:08:53,Adam Dixon
2019_EE02-st_09.09_1052_19.0_sim,Crustacean,2,2.566666667,GOPR0012,00:11:18,Adam Dixon
2019_EE02-st_09.09_1052_19.0_sim,Pleuronectiformes,1,6.466666667,GOPR0012,00:15:12,Adam Dixon
2019_EE02-st_09.09_1052_19.0_sim,Pleuronectiformes,2,12.7,GP010012,00:03:44,Adam Dixon
2019_EE02-st_09.09_1052_19.0_sim,Crustacean,3,24.05,GP010012,00:15:05,Adam Dixon
2019_EE02-st_09.09_1052_19.0_sim,Mollusca,1,24.98333333,GP010012,00:16:01,Adam Dixon
2019_EE02-st_09.09_1052_19.0_sim,Paguroidea,1,36.86666667,GP020012,00:10:13,Adam Dixon
2019_EE02-st_09.09_1052_19.0_sim,NAfish,1,45.1,GP030012,00:00:46,Adam Dixon
2019_EE02-st_09.09_1052_19.0_sim,Crustacean,4,48.1,GP030012,00:03:46,Adam Dixon
2019_EE02-st_09.09_1052_19.0_sim,Crustacean,5,48.21666667,GP030012,00:03:53,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Lutjanus fulgens,2,0,GH010005,00:11:02,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Labridae,1,0.05,GH010005,00:11:05,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,NAfish,1,0.05,GH010005,00:11:05,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Lutjanus fulgens,5,0.083333333,GH010005,00:11:07,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Lutjanus fulgens,6,0.1,GH010005,00:11:08,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Lethrinus atlanticus,1,0.25,GH010005,00:11:17,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Lutjanus fulgens,7,0.216666667,GH010005,00:11:15,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Labrisomus nuchipinnis,2,0.366666667,GH010005,00:11:24,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Lutjanus fulgens,8,0.4,GH010005,00:11:26,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Thalassoma newtoni,1,0.65,GH010005,00:11:41,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Lutjanus fulgens,13,1.8,GH010005,00:12:50,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Lutjanus fulgens,15,4,GH010005,00:15:02,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Chromis multilineata,1,4.6,GH010005,00:15:38,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Sparisoma choati,2,7.633333333,GH020005,00:01:02,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Stegastes imbricatus,2,7.833333333,GH020005,00:01:14,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Balistes punctatus,1,9.816666667,GH020005,00:03:13,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Monacanthidae,1,11.58333333,GH020005,00:04:59,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,NAfish,15,14.05,GH020005,00:07:27,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Fistularia tabacaria,1,14.16666667,GH020005,00:07:34,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Thalassoma newtoni,2,14.46666667,GH020005,00:07:52,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Thalassoma newtoni,3,14.56666667,GH020005,00:07:58,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Thalassoma newtoni,4,14.68333333,GH020005,00:08:05,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Chaetodon robustus,2,20.48333333,GH020005,00:13:53,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,NAfish,13,21.45,GH020005,00:14:51,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,NAfish,1,24.13333333,GH010005,00:11:05,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Pseudupeneus prayensis,1,25.95,GH030005,00:01:43,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,NAfish,5,29.76666667,GH030005,00:05:32,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,NAfish,5,31.51666667,GH030005,00:05:32,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Lethrinus atlanticus,2,33.01666667,GH030005,00:08:47,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Balistes punctatus,1,37.46666667,GH020005,00:03:13,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Monacanthidae,1,42.51666667,GH020005,00:04:59,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Chromis multilineata,1,47.06666667,GH010005,00:15:38,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,NAfish,2,55.21666667,GH040005,00:13:21,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,NAfish,14,55.41666667,GH040005,00:13:33,Adam Dixon
2019_EE03-st_09.09_1022_08.0_sim,Bodianus speciosus,1,58.03333333,GH040005,00:16:10,Adam Dixon
2019_EE04-st_09.09_1003_17.8_sim,Serranus pulcher,1,0.1,GH010014,00:08:33,Adam Dixon
2019_EE04-st_09.09_1003_17.8_sim,Serranus cabrilla,2,2.833333333,GH010014,00:11:17,Adam Dixon
2019_EE04-st_09.09_1003_17.8_sim,Serranus pulcher,3,9.633333333,GH020014,00:00:27,Adam Dixon
2019_EE04-st_09.09_1003_17.8_sim,Serranus pulcher,4,9.65,GH020014,00:00:28,Adam Dixon
2019_EE04-st_09.09_1003_17.8_sim,Scomberomorus tritor,1,16.41666667,GH020014,00:07:14,Adam Dixon
2019_EE04-st_09.09_1003_17.8_sim,Pleuronectiformes,1,25.13333333,GH020014,00:15:57,Adam Dixon
2019_EE04-st_09.09_1003_17.8_sim,Serranus pulcher,5,33.03333333,GH030014,00:06:13,Adam Dixon
2019_EE04-st_09.09_1003_17.8_sim,Serranus cabrilla,3,33.03333333,GH030014,00:06:13,Adam Dixon
2019_EE04-st_09.09_1003_17.8_sim,Fistularia tabacaria,1,36.56666667,GH030014,00:09:45,Adam Dixon
2019_EE04-st_09.09_1003_17.8_sim,Pagrus caeruleostictus,1,39.76666667,GH030014,00:12:57,Adam Dixon
2019_EE04-st_09.09_1003_17.8_sim,Pagrus caeruleostictus,2,39.93333333,GH030014,00:13:07,Adam Dixon
2019_EE04-st_09.09_1003_17.8_sim,Cantherhines pardalis,2,43.26666667,GH030014,00:16:27,Adam Dixon
2019_EE04-st_09.09_1003_17.8_sim,Sphoeroides marmoratus,1,47.76666667,GH040014,00:03:19,Adam Dixon
2019_EE04-st_09.09_1003_17.8_sim,Paguroidea,1,53.6,GH040014,00:09:09,Adam Dixon
2019_EE05-st_09.09_1304_18.5_sim,Polychaete,1,10.2,GH020015,00:01:18,Adam Dixon
2019_EE05-st_09.09_1304_18.5_sim,Crustacean,1,11.46666667,GH020015,00:02:34,Adam Dixon
